9.432677000316028737e-01,1.011913110344651867e-01,1.000000000000000000e+00
2.283686496560138335e-01,4.437094344560941206e-01,1.000000000000000000e+00
9.573672102407239093e-01,6.597542512703634676e-01,0.000000000000000000e+00
3.211532610942455790e-01,2.149484788646888189e-01,0.000000000000000000e+00
2.756282355074402002e-01,4.189405953940858462e-01,1.000000000000000000e+00
7.548259503317205077e-01,5.935910300013713670e-02,0.000000000000000000e+00
9.006258024774431714e-01,1.810449480039152403e-01,0.000000000000000000e+00
9.382844826736358446e-02,1.658685349598466308e-01,1.000000000000000000e+00
5.419501020070678354e-01,8.222263076836120455e-01,1.000000000000000000e+00
7.196068611855827024e-01,1.568119694626561866e-01,0.000000000000000000e+00
7.075542234179280632e-01,9.342725012107508942e-01,0.000000000000000000e+00
4.671213500916942540e-01,8.995992993785979497e-01,1.000000000000000000e+00
5.202424693690445023e-01,7.783946105435931573e-01,1.000000000000000000e+00
3.395183898589037574e-01,5.282992890384392570e-01,1.000000000000000000e+00
8.961874374329799053e-01,9.998389455408378534e-01,0.000000000000000000e+00
9.645960695758858394e-01,2.417812477004546157e-01,0.000000000000000000e+00
1.867667587745335811e-01,9.673349784816492880e-02,1.000000000000000000e+00
5.866955154880921786e-01,6.628012018048153875e-01,1.000000000000000000e+00
5.508021970389453958e-01,5.738065718285287886e-01,1.000000000000000000e+00
4.254023124140010603e-01,8.415049200742643620e-01,1.000000000000000000e+00
7.321853837296999901e-01,4.654052727555467728e-01,0.000000000000000000e+00
3.846152411771902035e-01,1.300192495905973245e-01,1.000000000000000000e+00
5.370993756746766934e-01,9.094649489757157257e-01,1.000000000000000000e+00
5.387671319333976472e-01,6.100637294367660113e-01,0.000000000000000000e+00
9.676172491319265934e-01,5.147174324455344729e-02,1.000000000000000000e+00
3.106018508023626890e-01,8.221212947065520416e-01,0.000000000000000000e+00
5.249960276718688146e-01,7.887876538641203084e-03,0.000000000000000000e+00
3.656925680112282917e-01,6.211517654893259355e-01,1.000000000000000000e+00
7.078702534364103016e-01,3.764104936011049563e-01,1.000000000000000000e+00
5.169222155509919370e-01,3.887586990490377037e-01,0.000000000000000000e+00
3.990461183976357074e-01,9.936387262119050767e-01,0.000000000000000000e+00
4.990393236949933753e-01,7.518881051308620167e-01,0.000000000000000000e+00
9.786442882687793610e-01,4.859702355565586988e-03,1.000000000000000000e+00
8.782893697915755693e-01,6.417792597818055000e-01,0.000000000000000000e+00
6.720734061775747170e-01,2.385642577955942104e-03,1.000000000000000000e+00
1.611743562138945318e-01,7.649051424190216331e-01,0.000000000000000000e+00
2.805639607949153014e-01,7.935255516999205616e-01,0.000000000000000000e+00
6.248720302321321141e-01,2.413799034245893704e-01,0.000000000000000000e+00
9.900346208344323884e-02,3.484460497395402978e-01,0.000000000000000000e+00
4.070721822035323068e-01,1.696832448305198859e-01,1.000000000000000000e+00
4.842079109031671713e-02,4.573995369420319479e-01,0.000000000000000000e+00
5.186100706191509868e-02,2.499323939022713992e-01,0.000000000000000000e+00
1.421363997829801773e-01,2.138473454547400263e-03,1.000000000000000000e+00
1.050074113944274856e-01,9.854221098545541402e-01,0.000000000000000000e+00
1.645877207489280236e-01,3.106996896633514860e-01,0.000000000000000000e+00
3.905933864617095463e-01,7.528242183042100910e-01,1.000000000000000000e+00
2.997601043129912157e-01,2.505301789311379368e-01,1.000000000000000000e+00
8.031180515453351099e-02,2.449554710938716129e-01,0.000000000000000000e+00
