3.554836935430496503e-01,2.057602537321329694e-01,1.000000000000000000e+00
2.928548944747323413e-01,6.737324157456026086e-02,0.000000000000000000e+00
2.302197671027637060e-01,6.911894228947872421e-01,0.000000000000000000e+00
9.076211538867291484e-01,2.291321744376954017e-01,0.000000000000000000e+00
4.058704560157418428e-01,6.568621591785924752e-01,1.000000000000000000e+00
5.155698128345032050e-01,3.090935815577725565e-01,0.000000000000000000e+00
7.665839585306061243e-01,9.183150026237382191e-01,0.000000000000000000e+00
4.406073382078793399e-01,1.152893292283179855e-01,1.000000000000000000e+00
1.247284312866260292e-01,7.494685731199137724e-01,0.000000000000000000e+00
8.847677976925587551e-01,4.400159401621697164e-01,0.000000000000000000e+00
3.160275737223084969e-01,3.111872238043124073e-01,1.000000000000000000e+00
2.921290134783345316e-01,3.788615859175336609e-01,1.000000000000000000e+00
2.945061659262444564e-01,7.157870367757830643e-02,1.000000000000000000e+00
6.740786204231129508e-01,5.125351144441719908e-01,0.000000000000000000e+00
2.875118302521164626e-01,3.184872843088611960e-01,1.000000000000000000e+00
3.610439949357710510e-01,9.019278527594470213e-03,1.000000000000000000e+00
9.089929052333758364e-01,9.036010265815641596e-01,0.000000000000000000e+00
5.461364322080668465e-01,4.745219187987291809e-01,0.000000000000000000e+00
6.103698473307103134e-01,7.579758401017161473e-01,1.000000000000000000e+00
5.440787567146241344e-01,5.070145040130120684e-01,1.000000000000000000e+00
9.285682393277446822e-01,7.487250174572075700e-02,1.000000000000000000e+00
6.766589156110192071e-01,3.069714287571634337e-01,0.000000000000000000e+00
9.841874478259133863e-01,8.911247534034865553e-03,1.000000000000000000e+00
5.921270135607602514e-01,7.777854230371665789e-01,1.000000000000000000e+00
8.478941328154376844e-02,2.579120041507233507e-01,0.000000000000000000e+00
2.005271822302423512e-01,3.251895634886885489e-01,0.000000000000000000e+00
7.070562562628570635e-01,2.542635636258335219e-01,1.000000000000000000e+00
6.637859473139506861e-02,5.705643241811402255e-01,0.000000000000000000e+00
9.811665219767575774e-01,3.896547368806739797e-01,0.000000000000000000e+00
1.952596234802695951e-01,1.246635595247533868e-01,0.000000000000000000e+00
3.619415829501763104e-01,3.812596639288770017e-01,0.000000000000000000e+00
6.811101876317424697e-01,3.527461182499908032e-01,1.000000000000000000e+00
3.276950436964169988e-01,1.272936045184395182e-01,0.000000000000000000e+00
1.822416611228051542e-01,3.187454779938770355e-01,1.000000000000000000e+00
4.366981483032887912e-01,7.165619229830875181e-01,0.000000000000000000e+00
2.301399674382831606e-01,2.800552130923816274e-01,1.000000000000000000e+00
6.651782106843938669e-01,1.477890996054294186e-02,1.000000000000000000e+00
5.162578961485974061e-01,9.419901957116160185e-01,1.000000000000000000e+00
9.381978362628731194e-01,4.742888851355425706e-01,0.000000000000000000e+00
4.536630590917548611e-01,8.711240431299209774e-01,1.000000000000000000e+00
6.665223962430754101e-01,1.073653669744836434e-02,1.000000000000000000e+00
4.355286406362445240e-01,1.958476245991177533e-01,0.000000000000000000e+00
6.378358434059134829e-01,5.079473591174250569e-01,1.000000000000000000e+00
7.453281936474145941e-02,7.346508735534998391e-02,1.000000000000000000e+00
9.532098841791464272e-01,7.064210337337231693e-02,1.000000000000000000e+00
2.344976988407668772e-01,2.287249566590301431e-01,0.000000000000000000e+00
4.472337078403346711e-01,2.757854110788142670e-03,1.000000000000000000e+00
7.325575711858399730e-01,1.247642199473725406e-02,1.000000000000000000e+00
8.129483308557318155e-01,9.678545808068317324e-02,1.000000000000000000e+00
2.396048442722337191e-01,4.303589972007290099e-01,0.000000000000000000e+00
3.764706132796094007e-01,2.211573397210974123e-01,1.000000000000000000e+00
2.359193297738584050e-01,3.892198957070404086e-01,1.000000000000000000e+00
6.596116036479001687e-01,8.720918758518825253e-02,0.000000000000000000e+00
2.731033935814978220e-01,4.038544973623262591e-01,0.000000000000000000e+00
2.159827864407903864e-01,9.048189615073575220e-01,0.000000000000000000e+00
6.394707588337683601e-01,6.342240358719200000e-01,1.000000000000000000e+00
6.683928903844807978e-01,3.185265264574396737e-01,1.000000000000000000e+00
8.640503437495399286e-01,1.821739088667683193e-01,0.000000000000000000e+00
2.934510649990071940e-01,6.535904035889433805e-02,1.000000000000000000e+00
4.499017246129746739e-02,7.172820435421872753e-02,1.000000000000000000e+00
5.524333534754998221e-01,5.094659283671021388e-02,0.000000000000000000e+00
5.739848129775787511e-01,2.517472342433904053e-01,0.000000000000000000e+00
6.059135412411037480e-01,1.730837498437803879e-01,0.000000000000000000e+00
9.505613482878173537e-01,8.077804360403581518e-02,1.000000000000000000e+00
6.108871410101963662e-01,2.507374343702642450e-02,1.000000000000000000e+00
1.273350765758021752e-01,3.912351967516448578e-03,1.000000000000000000e+00
3.508712991417926030e-01,6.946535256314279039e-01,1.000000000000000000e+00
3.884235815215512089e-01,4.022839945807269446e-01,0.000000000000000000e+00
3.518908216232812802e-01,5.272725862878527847e-01,1.000000000000000000e+00
9.866460146733965209e-01,1.058481850650319113e-02,1.000000000000000000e+00
1.320457500427205666e-01,5.999604790400021592e-01,0.000000000000000000e+00
7.905684252556615110e-01,9.146295215982904736e-01,0.000000000000000000e+00
1.683768341082225728e-02,3.745680175243474297e-01,0.000000000000000000e+00
7.306242980942997400e-01,6.538838257107189023e-01,0.000000000000000000e+00
7.058064041202825045e-01,3.290625321921287760e-01,0.000000000000000000e+00
7.580471809130440164e-02,3.455592008805723481e-01,0.000000000000000000e+00
1.178645078292178683e-01,9.492255869450805239e-02,0.000000000000000000e+00
6.812223316408567708e-01,5.037405953123750280e-01,1.000000000000000000e+00
7.242402173553181832e-01,5.032051481363490897e-01,0.000000000000000000e+00
1.730439482777459403e-01,8.946796253609756722e-02,0.000000000000000000e+00
7.719543949101710378e-01,7.314100099990052950e-01,0.000000000000000000e+00
4.262569552416061169e-01,3.484312637014973513e-01,0.000000000000000000e+00
3.056912972204623991e-01,5.416021609751431320e-02,0.000000000000000000e+00
9.749081129187151529e-01,1.524820599336224047e-01,0.000000000000000000e+00
9.373051584501128353e-02,1.661886549118569700e-01,1.000000000000000000e+00
4.228400009606791965e-02,6.772777166446024566e-01,0.000000000000000000e+00
9.278074257766318889e-01,7.214417858005274520e-02,1.000000000000000000e+00
7.960488763830904091e-01,1.937982661274605389e-01,0.000000000000000000e+00
